lab_name,lab_tagline,home_intro_paragraph,mission_statement
Pediatric Oncology Translational Research Laboratory (POTRL),Translating discoveries into better outcomes for children with cancer,The Pediatric Oncology Translational Research Laboratory advances pediatric cancer care by pairing preclinical innovation with clinically actionable translational science.,Support active pediatric oncology clinical trials while developing and validating preclinical models and novel therapies that can move to the clinic quickly.
